x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	y
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	primary	100	-40 ℃	DCM	0.167M	1:1.5	IDCP	No Reaction
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	3.51	-40 ℃	DCM	0.167M	1:1.5	IDCP	No Reaction
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.167M	1:1.5	IDCP	No Reaction
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	-	-	-	-	-	-	1_OH	Secondary	1.36	-40 ℃	DCM	0.167M	1:1.5	IDCP	No Reaction
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.167M	1:1.5	IDCP	No Reaction
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.167M	1:1.5	NIS_TfOH	20
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.167M	1:1.5	NIS_TfOH	31
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.167M	1:1.5	NIS_TfOH	73
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.167M	1:1.5	NIS_TfOH	78
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.167M	1:1.5	NIS_TfOH	22
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.167M	1:1.5	NIS_TfOH	72
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.167M	1:1.5	NIS_TfOH	66
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-20 ℃	DCM	0.167M	1:1.5	NIS_TfOH	86
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-20 ℃	DCM	0.167M	1:1.5	NIS_TfOH	23
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-20 ℃	DCM	0.167M	1:1.5	NIS_TfOH	40
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-20 ℃	DCM	0.167M	1:1.5	NIS_TfOH	52
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-20 ℃	DCM	0.167M	1:1.5	NIS_TfOH	72
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-20 ℃	DCM	0.167M	1:1.5	NIS_TfOH	53
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-20 ℃	DCM	0.167M	1:1.5	NIS_TfOH	70
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-20 ℃	DCM	0.167M	1:1.5	NIS_TfOH	73
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	0 ℃	DCM	0.167M	1:1.5	NIS_TfOH	84
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	0 ℃	DCM	0.167M	1:1.5	NIS_TfOH	30
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	0 ℃	DCM	0.167M	1:1.5	NIS_TfOH	50
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	0 ℃	DCM	0.167M	1:1.5	NIS_TfOH	52
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	0 ℃	DCM	0.167M	1:1.5	NIS_TfOH	72
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	0 ℃	DCM	0.167M	1:1.5	NIS_TfOH	53
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	0 ℃	DCM	0.167M	1:1.5	NIS_TfOH	70
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	0 ℃	DCM	0.167M	1:1.5	NIS_TfOH	73
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	25 ℃	DCM	0.167M	1:1.5	NIS_TfOH	48
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	25 ℃	DCM	0.167M	1:1.5	NIS_TfOH	35
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	25 ℃	DCM	0.167M	1:1.5	NIS_TfOH	54
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	25 ℃	DCM	0.167M	1:1.5	NIS_TfOH	52
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	25 ℃	DCM	0.167M	1:1.5	NIS_TfOH	72
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	25 ℃	DCM	0.167M	1:1.5	NIS_TfOH	61
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	25 ℃	DCM	0.167M	1:1.5	NIS_TfOH	73
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	25 ℃	DCM	0.167M	1:1.5	NIS_TfOH	77
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.167M	1:1.5	NIS_TfOH	87
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.167M	1:1.5	NIS_TfOH	20
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.167M	1:1.5	NIS_TfOH	31
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.167M	1:1.5	NIS_TfOH	73
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.167M	1:1.5	NIS_TfOH	78
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.167M	1:1.5	NIS_TfOH	22
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.167M	1:1.5	NIS_TfOH	72
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.167M	1:1.5	NIS_TfOH	66
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.167M	1:1.5	NIS_TfOH	86
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	THF	0.167M	1:1.5	NIS_TfOH	63
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	THF	0.167M	1:1.5	NIS_TfOH	30
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	THF	0.167M	1:1.5	NIS_TfOH	64
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	THF	0.167M	1:1.5	NIS_TfOH	77
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	THF	0.167M	1:1.5	NIS_TfOH	44
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	THF	0.167M	1:1.5	NIS_TfOH	68
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	THF	0.167M	1:1.5	NIS_TfOH	77
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	THF	0.167M	1:1.5	NIS_TfOH	89
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	Toluene	0.167M	1:1.5	NIS_TfOH	25
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	Toluene	0.167M	1:1.5	NIS_TfOH	20
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	Toluene	0.167M	1:1.5	NIS_TfOH	71
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	Toluene	0.167M	1:1.5	NIS_TfOH	72
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	Toluene	0.167M	1:1.5	NIS_TfOH	58
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	Toluene	0.167M	1:1.5	NIS_TfOH	61
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	Toluene	0.167M	1:1.5	NIS_TfOH	63
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	Toluene	0.167M	1:1.5	NIS_TfOH	83
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM/ACN	0.167M	1:1.5	NIS_TfOH	0
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM/ACN	0.167M	1:1.5	NIS_TfOH	10
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM/ACN	0.167M	1:1.5	NIS_TfOH	26
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM/ACN	0.167M	1:1.5	NIS_TfOH	75
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM/ACN	0.167M	1:1.5	NIS_TfOH	55
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM/ACN	0.167M	1:1.5	NIS_TfOH	68
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM/ACN	0.167M	1:1.5	NIS_TfOH	64
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM/ACN	0.167M	1:1.5	NIS_TfOH	79
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM/DMF	0.167M	1:1.5	NIS_TfOH	40
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM/DMF	0.167M	1:1.5	NIS_TfOH	50
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM/DMF	0.167M	1:1.5	NIS_TfOH	79
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM/DMF	0.167M	1:1.5	NIS_TfOH	75
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM/DMF	0.167M	1:1.5	NIS_TfOH	50
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM/DMF	0.167M	1:1.5	NIS_TfOH	70
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM/DMF	0.167M	1:1.5	NIS_TfOH	66
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM/DMF	0.167M	1:1.5	NIS_TfOH	84
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM/p-Dioxane	0.167M	1:1.5	NIS_TfOH	69
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM/p-Dioxane	0.167M	1:1.5	NIS_TfOH	54
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM/p-Dioxane	0.167M	1:1.5	NIS_TfOH	89
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM/p-Dioxane	0.167M	1:1.5	NIS_TfOH	90
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM/p-Dioxane	0.167M	1:1.5	NIS_TfOH	62
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM/p-Dioxane	0.167M	1:1.5	NIS_TfOH	78
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM/p-Dioxane	0.167M	1:1.5	NIS_TfOH	73
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM/p-Dioxane	0.167M	1:1.5	NIS_TfOH	92
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.167M	1:1.5	NIS_TfOH	20
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.167M	1:1.5	NIS_TfOH	31
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.167M	1:1.5	NIS_TfOH	73
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.167M	1:1.5	NIS_TfOH	78
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.167M	1:1.5	NIS_TfOH	22
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.167M	1:1.5	NIS_TfOH	72
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.167M	1:1.5	NIS_TfOH	66
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.167M	1:1.5	NIS_TfOH	86
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.308M	1:1.5	NIS_TfOH	42
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.308M	1:1.5	NIS_TfOH	38
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.308M	1:1.5	NIS_TfOH	69
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.308M	1:1.5	NIS_TfOH	75
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.308M	1:1.5	NIS_TfOH	31
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.308M	1:1.5	NIS_TfOH	64
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.308M	1:1.5	NIS_TfOH	62
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.308M	1:1.5	NIS_TfOH	80
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.051M	1:1.5	NIS_TfOH	38
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.051M	1:1.5	NIS_TfOH	41
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.051M	1:1.5	NIS_TfOH	70
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.051M	1:1.5	NIS_TfOH	72
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.051M	1:1.5	NIS_TfOH	24
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.051M	1:1.5	NIS_TfOH	69
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.051M	1:1.5	NIS_TfOH	73
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.051M	1:1.5	NIS_TfOH	78
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.036M	1:1.5	NIS_TfOH	46
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.036M	1:1.5	NIS_TfOH	32
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.036M	1:1.5	NIS_TfOH	66
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.036M	1:1.5	NIS_TfOH	74
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.036M	1:1.5	NIS_TfOH	26
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.036M	1:1.5	NIS_TfOH	70
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.036M	1:1.5	NIS_TfOH	72
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.036M	1:1.5	NIS_TfOH	74
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.018M	1:1.5	NIS_TfOH	50
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.018M	1:1.5	NIS_TfOH	36
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.018M	1:1.5	NIS_TfOH	63
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	-40 ℃	DCM	0.018M	1:1.5	NIS_TfOH	70
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.018M	1:1.5	NIS_TfOH	30
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.018M	1:1.5	NIS_TfOH	68
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.018M	1:1.5	NIS_TfOH	70
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-40 ℃	DCM	0.018M	1:1.5	NIS_TfOH	77
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-20 ℃	DCM	0.167M	1:1.0	NIS_TfOH	55
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-20 ℃	DCM	0.167M	1:1.0	NIS_TfOH	70
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	-20 ℃	DCM	0.167M	1:1.0	NIS_TfOH	74
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	0 ℃	DCM	0.167M	1:1.0	NIS_TfOH	84
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	0 ℃	DCM	0.167M	1:1.0	NIS_TfOH	30
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	0 ℃	DCM	0.167M	1:1.0	NIS_TfOH	50
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	0 ℃	DCM	0.167M	1:1.0	NIS_TfOH	50
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	0 ℃	DCM	0.167M	1:1.0	NIS_TfOH	72
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	0 ℃	DCM	0.167M	1:1.0	NIS_TfOH	53
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	0 ℃	DCM	0.167M	1:1.0	NIS_TfOH	72
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	0 ℃	DCM	0.167M	1:1.0	NIS_TfOH	71
STol	a	H	equatorial	OBn	OBn	equatorial	OBn	1000000	OMe	a	OBn	OBn	OH	OBn	4_OH	secondary	1	25 ℃	DCM	0.167M	1:1.0	NIS_TfOH	48
STol	b	N3	equatorial	OBn	OBn	equatorial	OBn	270	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	25 ℃	DCM	0.167M	1:1.0	NIS_TfOH	35
STol	b	OBn	equatorial	OBn	OBn	equatorial	OBn	2656	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	25 ℃	DCM	0.167M	1:1.0	NIS_TfOH	54
STol	b	OBn	equatorial	OBn	OBn	axial	CH3	72000	OMe	a	OBn	OBn	OBn	OH	6_OH	primary	7.16	25 ℃	DCM	0.167M	1:1.0	NIS_TfOH	52
